URL, Size, Number of Outlinks, Conytent-Type
https://www.nytimes.com/2017/01/31/technology/uber-daimler-self-driving-car.html, 84562, 103, text/html
https://www.nytimes.com/2017/07/13/sports/soccer/chuck-blazer-central-figure-in-fifa-scandal-dies-at-72.html, 91291, 108, text/html
https://www.nytimes.com/2017/06/14/books/review-the-force-don-winslow.html, 82298, 97, text/html
https://www.nytimes.com/2017/06/02/realestate/when-mom-picks-out-your-apartment-for-you.html, 104747, 107, text/html
https://www.nytimes.com/2017/07/06/well/move/on-your-bike-watch-out-for-the-air.html, 91952, 104, text/html
https://www.nytimes.com/2017/06/29/arts/dance/lifes-pain-recounted-in-movement-kyle-abrahams-dearest-home.html, 541760, 92, text/html
https://www.nytimes.com/2017/07/13/sports/soccer/sepp-blatter-praises-chuck-blazer.html, 82884, 97, text/html
https://www.nytimes.com/2017/06/26/books/review-edwidge-danticat-art-of-death.html, 82571, 101, text/html
https://www.nytimes.com/2017/03/23/well/live/the-elephant-in-the-room-is-86.html?rref=collection%2Fcolumn%2FVoices, 94528, 107, text/html
https://www.nytimes.com/2017/04/21/realestate/the-dreaded-co-op-board-application-goes-online.html, 110960, 124, text/html
https://www.nytimes.com/2017/07/20/arts/dance/taming-of-the-shrew-bolshoi-maillot-lincoln-center-festival.html, 94542, 105, text/html
https://www.nytimes.com/2017/07/13/sports/soccer/us-squanders-lead-but-edges-martinique-in-gold-cup.html, 87570, 100, text/html
https://www.nytimes.com/roomfordebate/index.rss?category=technology, 39398, 0, text/xml
https://www.nytimes.com/2017/06/16/well/is-chlorine-in-swimming-pools-safe.html, 93471, 114, text/html
https://www.nytimes.com/2017/07/04/books/review-nadar-biography-adam-begley.html, 88646, 104, text/html
https://www.nytimes.com/2017/07/07/realestate/shopping-for-outdoor-dining-tables.html?rref=collection%2Fcolumn%2FShopping%20Guide, 110042, 115, text/html
https://www.nytimes.com/2017/07/26/arts/dance/prismatic-park-an-oasis-of-art-in-madison-square-park.html, 71728, 94, text/html
https://www.nytimes.com/roomfordebate/2014/08/04/reinventing-the-worlds-fair-or-not, 25203, 49, text/html
https://www.nytimes.com/2017/02/17/realestate/home-politics-resistance.html, 129821, 128, text/html
https://www.nytimes.com/2017/07/18/sports/soccer/angel-maria-villar-arrest-fifa.html, 84276, 96, text/html
https://www.nytimes.com/2017/07/11/books/review-to-new-owners-marthas-vineyard-memoir-madeleine-blais.html, 89798, 105, text/html
https://www.nytimes.com/2017/06/13/nyregion/gyms-fitness-classes-lights-dark.html, 85009, 110, text/html
https://www.nytimes.com/2017/07/19/arts/dance/danielle-agami-atenine-jacobs-pillow.html, 70802, 93, text/html
https://www.nytimes.com/roomfordebate/2015/07/22/is-silicon-valley-saving-the-world-or-just-making-money, 26529, 51, text/html
https://www.nytimes.com/2017/07/28/sports/soccer/charlie-stillitano-barcelona-real-madrid.html, 96868, 99, text/html
https://www.nytimes.com/2017/07/20/sports/olympics/usain-bolt-stride-speed.html, 102732, 114, text/html
https://www.nytimes.com/2017/06/23/realestate/shopping-for-outdoor-umbrellas.html, 112209, 115, text/html
https://www.nytimes.com/2017/03/17/realestate/on-banning-on-leaf-blowers.html, 112443, 117, text/html
https://www.nytimes.com/2017/06/19/books/review-retreat-of-western-liberalism-edward-luce.html, 88689, 106, text/html
https://www.nytimes.com/roomfordebate/2016/10/04/easing-the-pain-of-automation, 26440, 50, text/html
https://www.nytimes.com/2017/07/27/sports/soccer/gold-cup-us-jamaica.html, 79755, 98, text/html
https://www.nytimes.com/2017/05/26/realestate/shopping-for-toy-storage.html?rref=collection%2Fcolumn%2FShopping%20Guide, 110390, 118, text/html
https://www.nytimes.com/2017/06/23/realestate/shopping-for-outdoor-umbrellas.html?rref=collection%2Fcolumn%2FShopping%20Guide, 112209, 116, text/html
https://www.nytimes.com/interactive/2016/11/29/well/move/well-how-to-feed-a-runner-guide-interactive.html, 23385, 25, text/html
https://www.nytimes.com/roomfordebate/2014/02/05/virtual-school-on-snow-days, 24673, 46, text/html
https://www.nytimes.com/2017/03/30/science/spacex-launches-a-satellite-with-a-partly-used-rocket.html, 89920, 109, text/html
https://www.nytimes.com/2017/06/28/books/review-windfall-diksha-basu.html, 88992, 109, text/html
https://www.nytimes.com/2017/02/24/realestate/steve-miller-sues-to-get-out-of-buying-a-house.html, 111703, 111, text/html
https://www.nytimes.com/2017/07/20/arts/dance/in-jewels-this-ballerina-rules-the-stage-like-a-glittering-temptress.html, 542102, 92, text/html
https://www.nytimes.com/interactive/2017/well/move/how-to-do-mountain-climbers.html, 30736, 25, text/html
https://www.nytimes.com/roomfordebate/2015/02/04/regulate-internet-providers, 25235, 48, text/html
https://www.nytimes.com/2017/06/09/realestate/shopping-for-statement-lamps.html?rref=collection%2Fcolumn%2FShopping%20Guide, 110401, 118, text/html
https://www.nytimes.com/2017/07/03/books/review-daniel-kehlmann-you-should-have-left.html, 87020, 105, text/html
https://www.nytimes.com/2017/07/13/arts/dance/doug-varone-to-create-a-new-work-for-paul-taylors-dancers.html, 73787, 100, text/html
https://www.nytimes.com/2017/06/28/business/dealbook/blue-apron-ipo-price-cut.html, 91225, 105, text/html
https://www.nytimes.com/2017/06/16/realestate/essay-contest-catskills-cabin-bethel-new-york.html, 105077, 105, text/html
https://www.nytimes.com/2017/05/31/well/move/boost-your-workouts-with-caffeine-even-if-you-chug-coffee-daily.html, 97075, 112, text/html
https://www.nytimes.com/roomfordebate/page/2?category=technology, 47471, 167, text/html
https://www.nytimes.com/2017/07/12/books/review-american-fire-monica-hesse.html, 89651, 107, text/html
https://www.nytimes.com/2017/03/01/business/dealbook/snap-ipo-snapchat.html, 102610, 109, text/html
https://www.nytimes.com/2017/07/21/arts/dance/balanchine-jewels-lincoln-center-festival-city-ballet-bolshoi-paris-opera-ballet.html, 89256, 104, text/html
https://www.nytimes.com/2017/07/07/realestate/as-rents-rise-in-the-bronx-old-timers-feel-the-pressure.html, 120162, 117, text/html
https://www.nytimes.com/roomfordebate/2015/09/22/is-depression-treatable-with-a-mobile-phone-app, 25013, 46, text/html
https://www.nytimes.com/2017/05/25/well/move/running-for-adventure-on-hong-kongs-maclehose-trail.html, 92431, 101, text/html
https://www.nytimes.com/2017/07/10/books/review-michael-connelly-late-show.html, 87913, 104, text/html
https://www.nytimes.com/column/shopping-guide, 105861, 122, text/html
https://www.nytimes.com/2016/09/28/science/elon-musk-spacex-mars-exploration.html, 93495, 113, text/html
https://www.nytimes.com/2017/06/09/realestate/shopping-for-statement-lamps.html, 110401, 117, text/html
https://www.nytimes.com/roomfordebate/2014/08/06/is-big-data-spreading-inequality, 26807, 54, text/html
https://www.nytimes.com/2017/03/24/realestate/home-inspectors-on-their-weirdest-discoveries.html, 112207, 114, text/html
https://www.nytimes.com/by/katie-benner, 110044, 122, text/html
https://www.nytimes.com/2017/07/07/science/denisovans-baby-tooth-molar-dna.html, 167407, 123, text/html
https://www.nytimes.com/2017/06/02/well/move/running-in-the-sahara.html, 90145, 103, text/html
https://www.nytimes.com/2017/07/26/arts/dance/watch-a-bolshoi-ballerina-in-action-the-eyes-are-most-important.html, 541651, 92, text/html
https://www.nytimes.com/roomfordebate/2015/09/14/whos-the-boss-when-you-work-for-a-franchise-or-contractor, 25622, 46, text/html
https://www.nytimes.com/interactive/2017/well/move/well-triathlon-guide-interactive.html, 29552, 25, text/html
https://www.nytimes.com/2017/07/03/science/arctic-sun-summer-white-nights.html, 88103, 120, text/html
https://www.nytimes.com/2017/05/05/realestate/shopping-for-outdoor-furniture.html?rref=collection%2Fcolumn%2FShopping%20Guide, 114422, 121, text/html
https://www.nytimes.com/2017/07/17/fashion/everyday-people-dance-party-black-diversity.html, 96738, 125, text/html
https://www.nytimes.com/2017/04/05/science/blue-origin-rocket-jeff-bezos-amazon-stock.html, 99161, 111, text/html
https://www.nytimes.com/2017/05/05/realestate/lefrak-newport-jersey-city.html, 113597, 115, text/html
https://www.nytimes.com/roomfordebate/2014/09/18/when-geeks-rule, 25696, 55, text/html
https://www.nytimes.com/interactive/2016/well/move/well-howtostartrunning-guide-interactive.html, 24989, 25, text/html
https://www.nytimes.com/2017/07/07/realestate/shopping-for-outdoor-dining-tables.html, 110042, 114, text/html
https://www.nytimes.com/2017/07/12/well/move/high-intensity-workouts-may-be-good-at-any-age.html, 93460, 108, text/html
https://www.nytimes.com/2015/06/29/science/space/spacex-rocket-explodes-during-launch.html, 84623, 108, text/html
https://www.nytimes.com/2017/06/29/science/pin-tailed-whydahs.html, 94112, 115, text/html
https://www.nytimes.com/roomfordebate/2016/05/02/how-to-stop-people-from-texting-while-driving, 26686, 50, text/html
https://www.nytimes.com/2017/07/18/arts/dance/adam-weinert-ted-shawn-hudson-opera-house.html, 93344, 111, text/html
https://www.nytimes.com/2017/07/03/science/macrauchenia-darwin-mammal-tree-of-life.html, 94452, 117, text/html
https://www.nytimes.com/live/turkey-coup-erdogan/who-is/, 35513, 48, text/html
https://www.nytimes.com/interactive/2016/well/move/well-shortworkouts-guide-interactive.html, 10640, 7, text/html
https://www.nytimes.com/2017/01/14/science/spacex-falcon-9-iridium-elon-musk.html, 94742, 113, text/html
https://www.nytimes.com/2017/05/24/magazine/aleppo-after-the-fall.html, 154664, 112, text/html
https://www.nytimes.com/2017/07/13/arts/dance/from-three-ballet-companies-bolshoi-paris-opera-new-york-city-ballet-three-facets-of-balanchines-jewels.html, 91466, 105, text/html
https://www.nytimes.com/roomfordebate/2013/12/23/the-perfect-voice, 26442, 52, text/html
https://www.nytimes.com/2016/11/18/world/europe/turkey-press-erdogan-coup.html?_r=0, 100527, 117, text/html
https://www.nytimes.com/roomfordebate/2017/01/19/media-in-the-age-of-trump/journalists-need-to-stick-together-and-back-each-other-up, 31246, 55, text/html
https://www.nytimes.com/2017/07/12/science/humpback-whales-salmon-alaska.html, 90728, 118, text/html
https://www.nytimes.com/roomfordebate/2016/11/23/is-criticism-of-identity-politics-racist-or-long-overdue/an-identity-politics-where-victims-vanquish-others, 31741, 58, text/html
https://www.nytimes.com/roomfordebate/2015/07/16/is-internet-addiction-a-health-threat-for-teenagers, 26155, 51, text/html
https://www.nytimes.com/roomfordebate/2014/05/06/regulating-the-sharing-economy, 25909, 53, text/html
https://www.nytimes.com/2015/08/31/world/asia/south-koreas-pop-music-barrage-rattles-north.html, 99264, 116, text/html
https://www.nytimes.com/roomfordebate/2017/01/19/media-in-the-age-of-trump/whistleblowers-will-need-to-be-brave-reporters-must-be-open-minded, 32402, 57, text/html
https://www.nytimes.com/roomfordebate/2014/10/28/dealing-with-online-bullies-outside-the-classroom, 31370, 43, text/html
https://www.nytimes.com/2017/07/14/science/wolves-alaska-yukon-charley-preserve.html, 98530, 119, text/html
https://www.nytimes.com/by/carlotta-gall, 114499, 119, text/html
https://www.nytimes.com/roomfordebate/2014/10/29/reversing-gender-bias-in-the-tech-industry, 27377, 56, text/html
https://www.nytimes.com/roomfordebate/2016/04/18/have-comment-sections-on-news-media-websites-failed, 25365, 48, text/html
https://www.nytimes.com/2017/07/13/science/hadza-tanzania-sleep-grandparents-evolution.html, 96516, 116, text/html
https://www.nytimes.com/roomfordebate/2016/11/23/is-criticism-of-identity-politics-racist-or-long-overdue/political-correctness-reflects-crises-more-than-it-causes-them, 31916, 57, text/html
https://www.nytimes.com/2016/06/15/business/media/donald-trump-washington-post.html, 100417, 120, text/html
https://www.nytimes.com/roomfordebate/page/2?category=internet, 44863, 157, text/html
https://www.nytimes.com/2017/07/24/world/europe/turkey-trial-journalists-terrorism.html, 89244, 105, text/html
https://www.nytimes.com/roomfordebate/2014/08/11/will-3-d-printers-change-the-world, 26865, 54, text/html
https://www.nytimes.com/roomfordebate/2017/01/19/media-in-the-age-of-trump/the-media-shouldnt-overreact-to-donald-trump, 31296, 63, text/html
https://www.nytimes.com/2017/07/20/health/breathable-wearable-sensor-temporary-tattoo.html, 95209, 113, text/html
https://www.nytimes.com/roomfordebate/2016/11/23/is-criticism-of-identity-politics-racist-or-long-overdue/declining-status-leads-to-resentment-of-political-correctness, 33841, 61, text/html
https://www.nytimes.com/roomfordebate/2013/09/15/is-creativity-endangered, 25862, 51, text/html
https://www.nytimes.com/roomfordebate/2012/10/17/should-industry-face-more-cybersecurity-mandates, 27084, 55, text/html
https://www.nytimes.com/2017/07/13/world/europe/turkey-erdogan-failed-coup-mystery.html, 96187, 119, text/html
https://www.nytimes.com/series/us-morning-briefing, 128587, 124, text/html
https://www.nytimes.com/roomfordebate/2016/11/23/is-criticism-of-identity-politics-racist-or-long-overdue/progressive-orthodoxy-narrows-choices-and-minds, 31219, 55, text/html
https://www.nytimes.com/roomfordebate/2015/04/13/bringing-up-baby-on-the-iphone, 25009, 47, text/html
https://www.nytimes.com/2017/07/19/science/giant-squid-eyes-brain-lobes.html, 96764, 121, text/html
https://www.nytimes.com/2017/07/20/arts/music/operas-disrupter-in-residence-heading-to-bayreuth.html, 95543, 121, text/html
https://www.nytimes.com/2017/01/11/us/politics/trump-press-conference-transcript.html, 174586, 105, text/html
https://www.nytimes.com/roomfordebate/2016/11/23/is-criticism-of-identity-politics-racist-or-long-overdue/identity-politics-address-real-problems-of-discrimination, 32403, 60, text/html
https://www.nytimes.com/2017/03/17/world/asia/china-tai-chi-unesco.html, 93039, 114, text/html
https://www.nytimes.com/roomfordebate/2013/02/27/the-costs-and-benefits-of-telecommuting, 26676, 53, text/html
https://www.nytimes.com/roomfordebate/page/4?category=technology, 30307, 109, text/html
https://www.nytimes.com/roomfordebate/2016/03/09/does-alphago-mean-artificial-intelligence-is-the-real-deal, 25314, 46, text/html
https://www.nytimes.com/roomfordebate/2017/01/19/media-in-the-age-of-trump/journalists-deference-and-self-effacement-must-end, 30312, 54, text/html
https://www.nytimes.com/2017/07/06/science/they-were-shorter-and-at-risk-for-arthritis-but-they-survived-an-ice-age.html, 165779, 117, text/html
https://www.nytimes.com/2017/07/17/well/move/as-workouts-intensify-a-harmful-side-effect-grows-more-common.html, 92955, 105, text/html
https://www.nytimes.com/2017/07/27/business/dealbook/libor-fca-banks-andrew-bailey.html, 93314, 114, text/html
https://www.nytimes.com/2017/07/28/world/asia/pakistan-prime-minister-nawaz-sharif-removed.html?_r=0, 110070, 117, text/html
https://www.nytimes.com/roomfordebate/2016/09/28/should-the-us-give-up-oversight-of-internet-addresses, 25868, 47, text/html
https://www.nytimes.com/2017/05/19/well/move/when-race-spectators-are-not-so-well-behaved.html, 90251, 102, text/html
https://www.nytimes.com/2017/05/19/books/review/the-long-drop-denise-mina-jo-nesbo-the-thirst.html, 81298, 96, text/html
https://www.nytimes.com/2017/07/11/science/tomato-plants-caterpillars-cannibalism.html, 96433, 115, text/html
https://www.nytimes.com/roomfordebate/2013/12/10/math-and-science-for-more-than-just-geeks, 27659, 59, text/html
https://www.nytimes.com/roomfordebate/2016/08/03/how-to-crack-down-on-social-media-threats, 25219, 48, text/html
https://www.nytimes.com/2017/07/10/world/asia/trump-afghanistan-policy-erik-prince-stephen-feinberg.html, 97916, 107, text/html
https://www.nytimes.com/2017/02/03/books/review/rather-be-the-devil-ian-rankin.html, 86740, 100, text/html
https://www.nytimes.com/2017/06/28/well/move/some-ultramarathons-now-test-for-endurance-and-drugs.html, 87858, 102, text/html
https://www.nytimes.com/2016/09/03/world/asia/uzbekistan-islam-karimov-obituary.html, 100655, 117, text/html
https://www.nytimes.com/interactive/2017/07/27/world/asia/south-china-sea-cruise.html, 84039, 26, text/html
https://www.nytimes.com/roomfordebate/2016/04/28/is-google-a-harmful-monopoly, 23608, 42, text/html
https://www.nytimes.com/2017/07/12/books/review/henry-david-thoreau-a-life-laura-dassow-walls.html, 88418, 97, text/html
https://www.nytimes.com/roomfordebate/2014/05/15/whats-next-for-net-neutrality, 26335, 50, text/html
https://www.nytimes.com/2017/06/05/well/family/running-with-the-herd.html, 117506, 128, text/html
https://www.nytimes.com/2017/03/12/nyregion/in-brooklyn-police-find-toppled-tombstones-but-no-crime.html, 94829, 108, text/html
https://www.nytimes.com/2016/08/30/world/asia/uzbekistan-president-islam-karimov.html, 89077, 108, text/html
https://www.nytimes.com/roomfordebate/2016/10/03/can-a-meme-be-a-hate-symbol-6, 25438, 48, text/html
https://www.nytimes.com/2015/08/16/arts/music/bayreuth-festival-the-house-that-wagner-built-stays-on-course-but-changes.html, 89300, 98, text/html
https://www.nytimes.com/2017/07/19/books/review/alia-malek-the-home-that-was-our-country-wendy-pearlman-we-crossed-a-bridge-and-it-trembled-syria-memoir-oral-history.html, 91173, 95, text/html
https://www.nytimes.com/2017/07/27/world/asia/pakistan-girl-rape-council-arrest.html, 88761, 104, text/html
https://www.nytimes.com/2017/06/22/well/live/back-pain-try-yoga.html, 79291, 100, text/html
https://www.nytimes.com/roomfordebate/page/3?category=technology, 41956, 145, text/html
https://www.nytimes.com/2017/02/19/nyregion/first-a-mistaken-burial-as-a-pauper-then-the-indignities-piled-up.html, 93437, 106, text/html
https://www.nytimes.com/roomfordebate/2014/09/24/protecting-student-privacy-in-online-learning, 25732, 48, text/html
https://www.nytimes.com/2017/07/21/books/review/quiet-until-the-thaw-alexandra-fuller-.html, 86935, 103, text/html
https://www.nytimes.com/2017/07/26/business/hna-group-billion-donation-new-york-charity.html, 90946, 108, text/html
https://www.nytimes.com/2017/05/26/realestate/beowulf-boritt-set-designer-renovates-his-home.html?rref=collection%2Fcolumn%2FWhat%20I%20Love, 219003, 124, text/html
https://www.nytimes.com/roomfordebate/page/5?category=law, 37440, 129, text/html
https://www.nytimes.com/2017/07/17/books/ants-among-elephants-a-memoir-about-the-persistence-of-caste.html, 86891, 104, text/html
https://www.nytimes.com/2017/03/05/nyregion/intruder-brooklyn-apartment.html, 87965, 102, text/html
https://www.nytimes.com/roomfordebate/2012/05/06/got-a-computer-get-a-degree, 25558, 48, text/html
https://www.nytimes.com/2017/07/27/nyregion/justice-department-gays-workplace.html, 93574, 105, text/html
https://www.nytimes.com/roomfordebate/2016/10/24/silicon-valley-goes-to-washington, 27651, 53, text/html
https://www.nytimes.com/2017/07/18/books/review/there-your-heart-lies-mary-gordon-.html, 78470, 91, text/html
https://www.nytimes.com/roomfordebate/2014/08/20/when-do-doctors-have-the-right-to-speak, 25521, 47, text/html
https://www.nytimes.com/2015/08/07/theater/review-hamilton-young-rebels-changing-history-and-theater.html, 230496, 116, text/html
https://www.nytimes.com/roomfordebate/2014/05/12/teaching-code-in-the-classroom, 25819, 55, text/html
https://www.nytimes.com/roomfordebate/2015/11/24/bridges-broadband-water-mains-what-to-fix-first, 25904, 47, text/html
https://www.nytimes.com/roomfordebate/index.rss?category=law, 40795, 0, text/xml
https://www.nytimes.com/2017/07/19/books/review/the-islamic-enlightenment-christopher-de-bellaigue.html, 89639, 96, text/html
https://www.nytimes.com/2017/02/12/nyregion/karina-vetrano-death-suspect-chanel-lewis.html, 101191, 114, text/html
https://www.nytimes.com/roomfordebate/2014/09/30/apple-vs-the-law, 25589, 48, text/html
https://www.nytimes.com/2017/06/23/realestate/a-brooklyn-born-actress-rediscovers-new-york.html, 218217, 115, text/html
https://www.nytimes.com/roomfordebate/2012/09/23/informations-environmental-cost, 26696, 55, text/html
https://www.nytimes.com/series/asia-australia-morning-briefing, 132372, 121, text/html
https://www.nytimes.com/roomfordebate/2015/04/16/what-are-corporations-obligations-to-shareholders, 26392, 50, text/html
https://www.nytimes.com/2017/03/16/books/review/in-this-grave-hour-jacqueline-winspear.html, 85331, 100, text/html
https://www.nytimes.com/2017/07/14/books/review/hunger-a-memoir-of-my-body-roxane-gay.html, 86914, 104, text/html
https://www.nytimes.com/roomfordebate/2015/07/20/ubers-fight-for-unlimited-for-hire-cabs-in-new-york-city, 25557, 46, text/html
https://www.nytimes.com/roomfordebate/2014/07/31/do-it-yourself-lawyers, 25715, 49, text/html
https://www.nytimes.com/roomfordebate/2013/02/21/should-companies-tell-us-when-they-get-hacked, 26357, 50, text/html
https://www.nytimes.com/2017/07/07/realestate/lynn-ahrenss-little-house-in-the-sky.html, 195844, 107, text/html
https://www.nytimes.com/2017/03/30/books/review/earthly-remains-donna-leon.html, 86517, 101, text/html
https://www.nytimes.com/roomfordebate/2014/02/23/does-video-visitation-help-prisons-and-families, 26115, 50, text/html
https://www.nytimes.com/roomfordebate/2014/06/10/should-companies-be-allowed-to-make-workers-sign-noncompete-agreements, 25182, 46, text/html
https://www.nytimes.com/2017/07/20/briefing/o-j-simpson-john-mccain-ram-nath-kovind.html?rref=collection%2Fseriescollection%2FMorning%20Briefing%20Asia%20and%20Australia%20Edition, 131493, 156, text/html
https://www.nytimes.com/roomfordebate/2014/11/27/is-wearable-tech-destined-to-fail, 24933, 47, text/html
https://www.nytimes.com/roomfordebate/2015/03/05/real-relationships-in-a-digital-world, 25391, 48, text/html
https://www.nytimes.com/roomfordebate/2011/10/06/can-occupy-wall-street-spark-a-revolution, 28222, 61, text/html
https://www.nytimes.com/by/rick-lyman, 115376, 124, text/html
https://www.nytimes.com/roomfordebate/2014/02/02/in-adoption-does-race-matter, 26410, 53, text/html
https://www.nytimes.com/roomfordebate/2016/07/22/is-tim-kaine-the-right-running-mate-for-hillary-clinton, 25424, 47, text/html
https://www.nytimes.com/column/what-i-love, 101250, 113, text/html
https://www.nytimes.com/2017/07/26/briefing/white-house-jeff-sessions-north-korea.html?rref=collection%2Fseriescollection%2FMorning%20Briefing%20Asia%20and%20Australia%20Edition, 142419, 146, text/html
https://www.nytimes.com/roomfordebate/2015/01/29/are-we-ready-for-driverless-cars, 24759, 46, text/html
https://www.nytimes.com/roomfordebate/2014/11/24/you-wont-believe-what-these-people-say-about-click-bait, 25896, 50, text/html
https://www.nytimes.com/2017/06/23/realestate/a-brooklyn-born-actress-rediscovers-new-york.html?rref=collection%2Fcolumn%2FWhat%20I%20Love, 218217, 116, text/html
https://www.nytimes.com/2017/07/26/world/europe/poland-eu-andrzej-duda.html, 86253, 108, text/html
https://www.nytimes.com/2017/06/29/well/live/what-to-blame-for-your-stomach-bug-not-always-the-last-thing-you-ate.html, 92548, 112, text/html
https://www.nytimes.com/2017/07/07/realestate/lynn-ahrenss-little-house-in-the-sky.html?rref=collection%2Fcolumn%2FWhat%20I%20Love, 195844, 108, text/html
https://www.nytimes.com/roomfordebate/2013/11/10/prosecuting-executives-not-companies-for-wall-street-crime, 27230, 54, text/html
https://www.nytimes.com/2016/12/29/well/eat/a-gut-makeover-for-the-new-year.html, 90640, 105, text/html
https://www.nytimes.com/2017/07/24/briefing/jared-kushner-rodrigo-duterte-russia.html?rref=collection%2Fseriescollection%2FMorning%20Briefing%20Asia%20and%20Australia%20Edition, 143610, 152, text/html
https://www.nytimes.com/2017/02/15/opinion/swearing-italian-style.html?rref=collection%2Fcolumn%2FBeppe%20Severgnini, 84616, 108, text/html
https://www.nytimes.com/roomfordebate/2016/05/17/is-facebook-saving-journalism-or-ruining-it, 25372, 47, text/html
https://www.nytimes.com/roomfordebate/2014/01/21/a-cap-on-wall-street-bonuses, 25949, 51, text/html
https://www.nytimes.com/2016/05/13/us/politics/federal-microbiome-project-aims-to-solve-tiny-riddles-of-science.html, 83245, 109, text/html
https://www.nytimes.com/2017/04/28/realestate/laura-osnes-star-of-broadways-bandstand-at-home.html?rref=collection%2Fcolumn%2FWhat%20I%20Love, 233080, 119, text/html
https://www.nytimes.com/2017/07/05/opinion/poland-economy-trump-russia.html, 87947, 105, text/html
https://www.nytimes.com/2016/12/05/opinion/dont-worry-about-the-italy-vote.html?rref=collection%2Fcolumn%2FBeppe%20Severgnini, 86316, 105, text/html
https://www.nytimes.com/roomfordebate/2013/09/08/privacy-and-the-internet-of-things, 25942, 53, text/html
https://www.nytimes.com/2017/07/03/world/asia/trump-xi-jinping-china-north-korea.html, 96479, 116, text/html
https://www.nytimes.com/2014/08/14/science/our-microbiome-may-be-looking-out-for-itself.html, 93682, 113, text/html
https://www.nytimes.com/2017/07/24/world/europe/poland-president-duda-veto-courts.html?_r=0, 99423, 110, text/html
https://www.nytimes.com/by/charles-mcdermid, 109111, 121, text/html
https://www.nytimes.com/2017/06/14/opinion/i-thought-i-understood-america-then-came-trump.html?rref=collection%2Fcolumn%2FBeppe%20Severgnini, 85993, 105, text/html
https://www.nytimes.com/2016/08/01/theater/cats-broadway-revival-review.html, 96573, 103, text/html
https://www.nytimes.com/roomfordebate/2012/12/11/privacy-and-the-apps-you-download, 26121, 51, text/html
https://www.nytimes.com/2017/03/08/world/asia/china-south-korea-economy.html, 99985, 116, text/html
https://www.nytimes.com/video/world/100000005046476/examining-north-koreas-missiles.html?action=click&contentCollection=world&module=embedded&pgtype=article&region=caption, 210508, 103, text/html
https://www.nytimes.com/2015/03/08/realestate/construction-defects-follow-a-brooklyn-building-boom.html, 119700, 106, text/html
https://www.nytimes.com/2017/07/28/realestate/smaller-housing-markets-lure-individual-investors.html?rref=collection%2Fcolumn%2F360%20View, 113243, 115, text/html
https://www.nytimes.com/column/beppe-severgnini, 101967, 115, text/html
https://www.nytimes.com/roomfordebate/index.rss?category=internet, 37722, 0, text/xml
https://www.nytimes.com/2017/04/28/world/asia/trump-south-korea-thaad-missile-defense-north-korea.html, 91760, 110, text/html
https://www.nytimes.com/2017/04/26/theater/bandstand-review-broadway.html, 97712, 110, text/html
https://www.nytimes.com/2017/01/27/realestate/harry-macklowe-on-new-york-real-estate.html, 124262, 124, text/html
https://www.nytimes.com/2017/05/22/science/north-korea-nuclear-weapons.html, 119674, 152, text/html
https://www.nytimes.com/roomfordebate/page/3?category=internet, 33317, 117, text/html
https://www.nytimes.com/2016/11/16/opinion/what-a-trump-america-can-learn-from-a-berlusconi-italy.html?rref=collection%2Fcolumn%2FBeppe%20Severgnini, 88104, 103, text/html
https://www.nytimes.com/2017/07/23/briefing/sean-spicer-british-open-israel.html?rref=collection%2Fseriescollection%2FMorning%20Briefing%20Asia%20and%20Australia%20Edition, 149972, 151, text/html
https://www.nytimes.com/roomfordebate/page/1, 49425, 170, text/html
https://www.nytimes.com/2017/06/09/realestate/at-home-with-broadway-actress-jackie-hoffman.html, 200904, 118, text/html
https://www.nytimes.com/2017/07/03/world/asia/north-korea-missile.html, 89886, 114, text/html
https://www.nytimes.com/2016/10/06/opinion/italys-open-literary-secret.html?rref=collection%2Fcolumn%2FBeppe%20Severgnini, 91087, 113, text/html
https://www.nytimes.com/2017/06/09/realestate/at-home-with-broadway-actress-jackie-hoffman.html?rref=collection%2Fcolumn%2FWhat%20I%20Love, 200904, 119, text/html
https://www.nytimes.com/by/motoko-rich, 114002, 122, text/html
https://www.nytimes.com/roomfordebate/page/61, 40506, 139, text/html
https://www.nytimes.com/2017/07/27/world/asia/south-korea-park-aides-artists-blacklist.html, 93559, 110, text/html
https://www.nytimes.com/roomfordebate/2013/02/28/what-is-an-act-of-cyberwar, 25966, 53, text/html
https://www.nytimes.com/2017/07/04/opinion/north-korea-nuclear-program-trump.html, 90605, 110, text/html
https://www.nytimes.com/2017/04/17/world/asia/park-geun-hye-south-korea-president-indictment.html, 95662, 116, text/html
https://www.nytimes.com/2017/03/03/realestate/the-bronx-is-building.html, 273894, 115, text/html
https://www.nytimes.com/2017/06/26/world/asia/south-korea-thaad-missile-defense.html, 91819, 112, text/html
https://www.nytimes.com/roomfordebate/2017/01/30/new-terms-for-nafta-7/end-patent-and-copyright-requirements-in-nafta, 31271, 60, text/html
https://www.nytimes.com/2017/02/10/realestate/light-bulbs-that-help-you-sleep.html?_r=0, 114039, 119, text/html
https://www.nytimes.com/2017/07/25/briefing/jeff-sessions-north-korea-iran.html?rref=collection%2Fseriescollection%2FMorning%20Briefing%20Asia%20and%20Australia%20Edition, 141861, 151, text/html
https://www.nytimes.com/guides/realestate/home-maintenance-checklist, 444027, 165, text/html
