URL, Size, Number of Outlinks, Conytent-Type
https://www.nytimes.com/video/opinion/100000004329646/fashion-vs-art.html?playlistId=100000004201922, 281993, 85, text/html
https://www.nytimes.com/es/2017/07/14/en-busca-del-coral-netflix-chasing-coral/, 49567, 52, text/html
https://www.nytimes.com/2017/04/13/well/live/at-the-end-of-life-a-way-to-go-gentle.html, 94738, 107, text/html
https://www.nytimes.com/2017/06/16/nyregion/the-way-new-york-lives-now.html, 544768, 101, text/html
https://www.nytimes.com/2017/03/27/science/noaa-deep-sea-creatures.html, 79090, 105, text/html
https://www.nytimes.com/2016/07/24/nyregion/nathans-famous-a-hot-dog-empire-built-on-hard-work-and-hype.html, 88300, 103, text/html
https://www.nytimes.com/2017/05/25/nyregion/long-island-veterans-vintage-aircraft.html, 128835, 100, text/html
https://www.nytimes.com/es/2017/04/29/matar-periodistas-mexico-veracruz/?mcid=recirc&subid=cur, 96852, 64, text/html
https://www.nytimes.com/2017/03/16/well/live/while-facing-a-cancer-choice-beethoven-to-the-rescue.html, 91120, 106, text/html
https://www.nytimes.com/video/opinion/100000004474563/the-chosen-life.html?playlistId=100000004201922, 281806, 85, text/html
https://www.nytimes.com/es/2017/07/18/colombia-sustitucion-cultivos-paz-farc/, 70656, 54, text/html
https://www.nytimes.com/2015/11/29/books/review/brief-candle-in-the-dark-by-richard-dawkins.html, 90279, 101, text/html
https://www.nytimes.com/2017/06/20/opinion/from-aleppo-to-la.html, 74249, 96, text/html
https://www.nytimes.com/2017/05/02/opinion/hotel-usa-refugee-op-doc.html, 78858, 97, text/html
https://www.nytimes.com/video/opinion/100000004526674/slow-to-show.html?playlistId=100000004201922, 281673, 85, text/html
https://www.nytimes.com/es/2017/07/18/uruguay-comienza-a-vender-marihuana-para-competir-con-el-narcotrafico/, 67109, 46, text/html
https://www.nytimes.com/2017/03/29/us/texas-aandm-speaking-policy-richard-spencer.html, 97134, 111, text/html
https://www.nytimes.com/2017/06/30/nyregion/sketching-performer-auditions-for-the-mta.html, 537268, 96, text/html
https://www.nytimes.com/2017/04/10/dining/enrique-olvera-atla-tostada.html, 74638, 98, text/html
https://www.nytimes.com/2017/05/20/us/college-conservative-speeches.html, 103343, 118, text/html
https://www.nytimes.com/video/opinion/100000004383825/i-think-this-is-the-closest-to-how-the-footage-looked.html, 282020, 85, text/html
https://www.nytimes.com/video/opinion/100000005037188/hotel-usa.html, 267898, 86, text/html
https://www.nytimes.com/2017/05/12/nyregion/sunday-routine-sister-paulette-lomonaco.html, 85385, 105, text/html
https://www.nytimes.com/2017/07/14/opinion/sunday/when-is-speech-violence.html, 85539, 110, text/html
https://www.nytimes.com/es/2017/07/21/la-guerra-desarmada-farc-colombia/, 115549, 49, text/html
https://www.nytimes.com/2017/05/31/realestate/salisbury-conn-an-antidote-for-cabin-fever.html, 267415, 123, text/html
https://www.nytimes.com/video/opinion/100000004502216/not-dead-yet.html, 281572, 85, text/html
https://www.nytimes.com/2017/05/16/dining/modern-mexican-food-steps-into-the-spotlight.html, 307990, 157, text/html
https://www.nytimes.com/2017/06/14/realestate/tivoli-ny-authenticity-on-the-hudson.html, 268164, 119, text/html
https://www.nytimes.com/es/2017/07/11/prision-preventiva-ollanta-humala-nadine-heredia-peru/, 42525, 45, text/html
https://www.nytimes.com/2017/07/20/nyregion/coney-island-photography-lauren-welles.html, 543008, 98, text/html
https://www.nytimes.com/es/tag/cuba/, 100151, 63, text/html
https://www.nytimes.com/2016/05/15/magazine/the-sisters-who-treat-the-untreatable.html, 240807, 105, text/html
https://www.nytimes.com/2017/05/19/nyregion/larry-kramer-and-the-birth-of-aids-activism.html, 100388, 113, text/html
https://www.nytimes.com/2017/03/22/realestate/lenox-hill-a-neighborhood-of-amenities.html, 264763, 115, text/html
https://www.nytimes.com/video/opinion/100000004653100/the-many-sad-fates-of-mr-toledano.html, 281864, 85, text/html
https://www.nytimes.com/2016/05/15/magazine/warburg-effect-an-old-idea-revived-starve-cancer-to-death.html, 152639, 109, text/html
https://www.nytimes.com/2017/04/07/nyregion/elizabeth-bick-photography-new-york.html, 79831, 102, text/html
https://www.nytimes.com/es/2017/07/25/visas-trabajadores-estacionales-mexico-feria-tlapacoyan/, 62583, 52, text/html
https://www.nytimes.com/2017/05/02/opinion/a-controversial-speaker-comes-to-campus-what-do-you-do.html, 568132, 97, text/html
https://www.nytimes.com/2017/05/03/realestate/croton-on-hudson-ny-a-magnet-for-the-eclectic.html, 270203, 133, text/html
https://www.nytimes.com/2017/05/18/arts/music/chris-cornell-dead-soundgarden.html, 99384, 118, text/html
https://www.nytimes.com/2017/07/06/automobiles/wheels/luxury-cars-dealers-sales.html, 95415, 107, text/html
https://www.nytimes.com/2017/04/19/us/berkeley-ann-coulter-speech-canceled.html, 85845, 100, text/html
https://www.nytimes.com/interactive/2016/05/11/magazine/cancer-origin.html, 108320, 26, text/html
https://www.nytimes.com/video/opinion/100000004502216/not-dead-yet.html?playlistId=100000004201922, 281572, 85, text/html
https://www.nytimes.com/es/tag/pdvsa/, 50877, 35, text/html
https://www.nytimes.com/2017/04/28/nyregion/album-waitresses-melissa-breyer.html, 77430, 104, text/html
https://www.nytimes.com/2017/07/03/business/luxury-car-sales-mercedes-bmw-lexus.html, 94967, 108, text/html
https://www.nytimes.com/2017/06/07/realestate/edgewater-nj-a-riverside-borough-with-quirks.html, 266689, 131, text/html
https://www.nytimes.com/2015/09/17/us/texas-student-is-under-police-investigation-for-building-a-clock.html, 90858, 98, text/html
https://www.nytimes.com/2017/07/27/business/venezuela-sanctions-oil-maduro-vote.html?mcid=nyt-es&ref=nyt-es&subid=article, 98831, 110, text/html
https://www.nytimes.com/2016/05/15/magazine/oncologist-improvisation.html, 168722, 107, text/html
https://www.nytimes.com/video/opinion/100000004630021/long-term-parking.html, 281848, 85, text/html
https://www.nytimes.com/2017/04/27/automobiles/wheels/automobile-repair-jobs.html, 94487, 105, text/html
https://www.nytimes.com/2017/02/01/us/uc-berkeley-milo-yiannopoulos-protest.html, 87849, 118, text/html
https://www.nytimes.com/2017/04/12/realestate/nutley-nj-a-place-to-land-and-to-stick-around-in.html, 258790, 127, text/html
https://www.nytimes.com/2016/05/15/magazine/exceptional-responders-cancer-the-lazarus-effect.html, 169149, 112, text/html
https://www.nytimes.com/2017/06/01/automobiles/wheels/hyundai-consumer-preferences.html, 88187, 99, text/html
https://www.nytimes.com/video/opinion/100000004474563/the-chosen-life.html, 281806, 85, text/html
https://www.nytimes.com/2017/07/27/automobiles/wheels/car-data-tracking.html?rref=collection%2Fcolumn%2FWheels, 86694, 109, text/html
https://www.nytimes.com/2017/04/13/books/review/lesley-stahl-by-the-book.html, 91177, 109, text/html
https://www.nytimes.com/2017/04/26/realestate/rosebank-staten-island-a-little-italy-trying-not-to-shrink.html, 263786, 120, text/html
https://www.nytimes.com/2017/07/14/nyregion/sherpas-of-elmhurst.html, 543489, 98, text/html
https://www.nytimes.com/video/opinion/100000004431936/the-shampoo-summit.html?playlistId=100000001150263, 249998, 107, text/html
https://www.nytimes.com/2017/05/11/automobiles/wheels/car-dealers-discounts-price-cuts.html, 89364, 107, text/html
https://www.nytimes.com/es/tag/tareck-el-aissami/, 51925, 35, text/html
https://www.nytimes.com/2017/04/06/books/review/mitch-albom-by-the-book.html, 89455, 110, text/html
https://www.nytimes.com/2016/08/07/education/edlife/fire-first-amendment-on-campus-free-speech.html, 110409, 114, text/html
https://www.nytimes.com/2017/03/29/realestate/locust-valley-a-quiet-burg-with-good-schools-and-elite-clubs.html, 254870, 115, text/html
https://www.nytimes.com/2017/05/18/books/review/jeffrey-tambor-by-the-book.html, 90637, 109, text/html
https://www.nytimes.com/by/jon-caramanica, 112532, 123, text/html
https://www.nytimes.com/video/opinion/100000004275998/games-you-cant-win.html?playlistId=100000004201922, 282076, 85, text/html
https://www.nytimes.com/2017/07/07/nyregion/osaretin-ugiagbe-of-the-bronx-and-of-nigeria.html, 540216, 96, text/html
https://www.nytimes.com/2017/04/14/technology/apple-self-driving-car-permit.html, 87821, 109, text/html
https://www.nytimes.com/2017/07/06/books/review/a-scott-berg-by-the-book.html, 92123, 111, text/html
https://www.nytimes.com/2016/08/07/arts/television/the-get-down-on-netflix-a-superhero-fable-about-the-birth-of-hip-hop.html, 99533, 108, text/html
https://www.nytimes.com/2017/06/08/nyregion/obstruction-of-justice-or-normal-new-york-city-conversation.html, 94295, 106, text/html
https://www.nytimes.com/2017/06/15/books/review/joseph-kanon-by-the-book.html, 94972, 111, text/html
https://www.nytimes.com/2016/08/12/arts/television/review-netflix-get-down-baz-luhrmann.html, 88246, 106, text/html
https://www.nytimes.com/es/2017/07/06/lo-que-me-hubiera-gustado-saber-sobre-mis-rodillas/, 52025, 47, text/html
https://www.nytimes.com/interactive/2016/12/14/technology/how-self-driving-cars-work.html, 105653, 75, text/html
https://www.nytimes.com/2017/07/20/books/review/calvin-trillin-by-the-book.html, 92166, 101, text/html
https://www.nytimes.com/2017/06/15/automobiles/wheels/driverless-cars-interior.html, 95459, 108, text/html
https://www.nytimes.com/2017/03/31/books/review/philipp-meyer-by-the-book.html, 95851, 109, text/html
https://www.nytimes.com/es/tag/la-boulangerie/, 32553, 25, text/html
https://www.nytimes.com/2016/07/31/realestate/on-the-great-neck-peninsula-a-rich-blend-of-many-cultures.html, 272928, 120, text/html
https://www.nytimes.com/video/opinion/100000004487903/who-makes-the-bronx.html, 281773, 84, text/html
https://www.nytimes.com/2017/05/17/technology/silicon-valley-driverless-cars.html, 102350, 122, text/html
https://www.nytimes.com/2017/06/01/books/review/kareem-abdul-jabbar-by-the-book.html, 94845, 108, text/html
https://www.nytimes.com/2017/07/11/dining/boulangerie-revival-france-pascal-rigo.html?mcid=nyt-es&ref=nyt-es&subid=article, 118001, 119, text/html
https://www.nytimes.com/2016/12/19/opinion/google-wants-driverless-cars-but-do-we.html, 91728, 109, text/html
https://www.nytimes.com/2014/05/06/business/international/fungus-cripples-coffee-production-across-central-america.html, 96814, 101, text/html
https://www.nytimes.com/es/tag/nike/, 43359, 31, text/html
https://www.nytimes.com/es/2017/07/29/un-nuevo-modelo-de-negocio-para-rescatar-al-pan-frances/amp/, 33122, 8, text/html
https://www.nytimes.com/2017/06/29/books/review/don-winslow-by-the-book.html, 91045, 105, text/html
https://www.nytimes.com/video/opinion/100000004487903/who-makes-the-bronx.html?playlistId=100000004201922, 281773, 84, text/html
https://www.nytimes.com/es/tag/donald-trump/, 99378, 63, text/html
https://www.nytimes.com/2017/07/25/world/americas/coffee-guatemala.html, 96553, 108, text/html
https://www.nytimes.com/2017/05/11/books/review/jo-nesbo-by-the-book.html, 91486, 107, text/html
https://www.nytimes.com/es/2017/07/06/activismo-animales-realidad-virtual/, 49078, 55, text/html
https://www.nytimes.com/video/opinion/100000004296428/late-december.html, 281612, 85, text/html
https://www.nytimes.com/2017/05/25/books/review/al-franken-by-the-book.html, 89601, 108, text/html
https://www.nytimes.com/2017/04/27/well/live/dealing-with-an-ostomy.html, 87791, 99, text/html
https://www.nytimes.com/es/tag/tenis/, 67996, 45, text/html
https://www.nytimes.com/2017/03/16/books/review/chris-hayes-by-the-book.html, 94327, 108, text/html
https://www.nytimes.com/2017/07/27/well/live/for-kids-with-cancer-focusing-on-quality-of-life.html?rref=collection%2Fcolumn%2FLiving%20With%20Cancer, 96858, 109, text/html
https://www.nytimes.com/2015/05/29/technology/google-intensifies-focus-on-its-cardboard-virtual-reality-device.html, 95830, 101, text/html
https://www.nytimes.com/es/2017/07/28/tiffany-beers-nike-tenis-hyperadapt/amp/, 36524, 10, text/html
https://www.nytimes.com/video/opinion/100000004526674/slow-to-show.html, 281674, 85, text/html
https://www.nytimes.com/2017/03/21/books/review/fran-lebowitz-by-the-book.html, 99613, 104, text/html
https://www.nytimes.com/2017/04/17/science/albert-einstein-genius-national-geographic-channel.html, 103969, 121, text/html
https://www.nytimes.com/es/tag/iran/, 94541, 59, text/html
https://www.nytimes.com/2017/02/02/dining/sheep-abuse-video.html, 95614, 107, text/html
https://www.nytimes.com/2017/04/05/business/dealbook/panera-bread-jab-.html, 94780, 108, text/html
https://www.nytimes.com/2017/06/08/books/review/elin-hilderbrand-by-the-book.html, 92249, 110, text/html
https://www.nytimes.com/2017/04/21/science/cassini-nasa-saturn.html, 101938, 123, text/html
https://www.nytimes.com/2017/07/06/dining/animal-welfare-virtual-reality-video-meat-industry.html, 94639, 112, text/html
https://www.nytimes.com/2017/04/27/books/review/david-grann-by-the-book.html, 94663, 116, text/html
https://www.nytimes.com/es/2017/06/17/publicidad-donaciones-refugiadios/, 55313, 52, text/html
https://www.nytimes.com/2017/06/13/opinion/a-trumpian-caesar-shakespeare-would-approve.html, 88203, 105, text/html
https://www.nytimes.com/2017/06/22/books/review/emma-straub-by-the-book.html, 90057, 110, text/html
https://www.nytimes.com/video/science/100000004657443/seeking-plutos-frigid-heart.html, 175153, 80, text/html
https://www.nytimes.com/es/collection/gastronomia/, 95201, 63, text/html
https://www.nytimes.com/2017/06/12/theater/donald-trump-julius-caesar-public-theater-oskar-eustis.html, 98288, 113, text/html
https://www.nytimes.com/es/tag/regreso-al-futuro/, 32420, 25, text/html
https://www.nytimes.com/2017/05/04/books/review/gabourey-sidibe-by-the-book.html, 99841, 107, text/html
https://www.nytimes.com/es/2017/06/23/tras-los-pasos-de-darwin-en-las-galapagos/, 77143, 63, text/html
https://www.nytimes.com/2016/02/12/science/ligo-gravitational-waves-black-holes-einstein.html, 152575, 139, text/html
https://www.nytimes.com/2017/07/13/books/review/allegra-goodman-by-the-book.html, 92861, 111, text/html
https://www.nytimes.com/2017/06/11/arts/delta-airline-trump-public-theater-julius-caesar.html, 98918, 122, text/html
https://www.nytimes.com/es/tag/la-ptite-boulangerie-du-ferret/, 32748, 25, text/html
https://www.nytimes.com/es/tag/petroleo/, 101319, 63, text/html
https://www.nytimes.com/es/tag/tiffany-beers/, 32373, 25, text/html
https://www.nytimes.com/2017/05/04/automobiles/wheels/plug-in-electric-hybrid-automobiles.html, 98710, 121, text/html
https://www.nytimes.com/2017/04/20/books/review/john-waters-by-the-book.html, 91746, 110, text/html
https://www.nytimes.com/2017/05/25/automobiles/wheels/lidar-self-driving-cars.html, 94275, 111, text/html
https://www.nytimes.com/es/2017/07/27/venezuela-sanciones-trump-petroleo/amp/, 33679, 13, text/html
https://www.nytimes.com/es/2017/06/13/cooperativa-palo-alto-ciudad-mexico/, 65509, 49, text/html
https://www.nytimes.com/2017/03/16/automobiles/wheels/drowsy-driving-technology.html, 91561, 108, text/html
https://www.nytimes.com/2017/06/29/automobiles/wheels/why-fog-lamps-are-starting-to-disappear.html, 88542, 104, text/html
https://www.nytimes.com/es/tag/marty-mcfly/, 32349, 25, text/html
https://www.nytimes.com/2017/07/17/dining/national-pie-championships-baking-doctors.html, 99072, 107, text/html
https://www.nytimes.com/es/tag/oficina-nacional-del-tesoro-de-venezuela/, 32909, 25, text/html
https://www.nytimes.com/2017/07/13/automobiles/wheels/cars-paddle-shifter-transmission.html, 96533, 111, text/html
https://www.nytimes.com/es/2017/02/03/una-cocinera-danesa-busca-reinventar-la-comida-andina/, 62414, 49, text/html
https://www.nytimes.com/2017/07/20/fashion/nike-back-to-the-future-sneaker.html?mcid=nyt-es&ref=nyt-es&subid=article, 96690, 121, text/html
https://www.nytimes.com/2017/07/06/world/asia/pentagon-spy-satellites-north-korea-missiles.html, 104828, 116, text/html
https://www.nytimes.com/2014/08/13/dining/cava-is-overlooked-everywhere-but-catalonia.html, 89457, 103, text/html
https://www.nytimes.com/2017/04/13/automobiles/wheels/online-used-car-sales.html, 89501, 107, text/html
https://www.nytimes.com/es/2017/07/27/la-derecha-italiana-busca-navegar-por-el-mediterraneo-para-detener-la-migracion/amp/, 35636, 8, text/html
https://www.nytimes.com/es/2017/05/10/adios-al-vicente-calderon/, 56333, 49, text/html
https://www.nytimes.com/2017/07/12/science/jupiter-great-red-spot-nasa-juno.html, 93022, 115, text/html
https://www.nytimes.com/es/2016/10/23/un-director-venezolano-usa-la-musica-para-integrar-a-jovenes-refugiados-en-suecia/, 50826, 44, text/html
https://www.nytimes.com/2014/12/03/dining/restaurant-review-danny-meyers-marta-in-nomad.html, 201036, 101, text/html
https://www.nytimes.com/es/tag/lorenzo-fiato/, 32627, 25, text/html
https://www.nytimes.com/2017/03/09/business/cars-v2v-dsrc-communication.html, 89855, 104, text/html
https://www.nytimes.com/2017/03/22/fashion/times-square-bar-stinger-honey-drinks-todd-english.html, 90465, 116, text/html
https://www.nytimes.com/2017/07/04/world/europe/charlie-gard-uk-infant.html, 86668, 110, text/html
https://www.nytimes.com/2017/07/12/fashion/elsa-cocktail-bar-brooklyn-cobble-hill-east-village.html, 96173, 122, text/html
https://www.nytimes.com/es/tag/reflektor/, 32500, 25, text/html
https://www.nytimes.com/2017/05/11/world/australia/breastfeed-australia-senator-larissa-waters.html, 90591, 112, text/html
https://www.nytimes.com/2017/07/03/fashion/diamond-reef-tropical-bar-brooklyn-bed-stuy.html?rref=collection%2Fcolumn%2FBo%C3%AEte, 90931, 118, text/html
https://www.nytimes.com/es/2017/02/24/un-chef-argentino-recupera-la-comida-judia-tradicional-pero-no-compite-con-las-abuelas/, 59566, 53, text/html
https://www.nytimes.com/2017/07/07/world/europe/uk-charlie-gard-us-doctor.html, 97505, 118, text/html
https://www.nytimes.com/2017/05/18/automobiles/wheels/first-came-the-hydrogen-cars-now-the-refilling-stations.html, 89327, 102, text/html
https://www.nytimes.com/video/science/100000005173767/life-on-mars-the-crew-answers-your-questions.html, 358890, 84, text/html
https://www.nytimes.com/2017/06/30/business/nadja-y-west-power-of-empathy.html?rref=collection%2Fcolumn%2FCorner%20Office, 89318, 103, text/html
https://www.nytimes.com/es/tag/the-suburbs/, 32523, 25, text/html
https://www.nytimes.com/2017/07/12/arts/television/keegan-michael-key-friends-from-college.html, 100600, 117, text/html
https://www.nytimes.com/es/tag/boulangerie/, 32518, 25, text/html
https://www.nytimes.com/2017/06/22/automobiles/wheels/driverless-cars-big-data-volkswagen-bmw.html, 97413, 114, text/html
https://www.nytimes.com/2017/07/13/world/europe/charlie-gard-uk.html?_r=0, 96126, 117, text/html
https://www.nytimes.com/2017/06/12/science/nasa-astronauts-class-2017.html, 87716, 118, text/html
https://www.nytimes.com/2017/07/13/dining/vietnamese-restaurant-nyc-hanoi-house-madame-vo-review.html, 310376, 113, text/html
https://www.nytimes.com/2017/07/21/business/corner-office-lyft-president-john-zimmer.html?rref=collection%2Fcolumn%2FCorner%20Office, 96161, 111, text/html
https://www.nytimes.com/2017/05/21/arts/television/late-night-shows-trump-comey.html, 90936, 108, text/html
https://www.nytimes.com/es/2016/02/12/la-formula-para-ganar-el-grammy-al-disco-del-ano-es-un-misterio/, 42368, 33, text/html
https://www.nytimes.com/2017/03/23/automobiles/wheels/self-driving-cars-elderly.html, 91028, 107, text/html
https://www.nytimes.com/2017/07/28/business/corner-office-nancy-zimpher-suny.html?rref=collection%2Fcolumn%2FCorner%20Office, 89628, 105, text/html
https://www.nytimes.com/es/tag/panaderia/, 32499, 25, text/html
https://www.nytimes.com/2017/06/20/science/summer-solstice-june-21.html, 90084, 112, text/html
https://www.nytimes.com/2017/07/13/arts/television/emmy-awards-stranger-things.html, 101777, 114, text/html
https://www.nytimes.com/2017/02/09/science/dance-moves-women-hips.html?mcid=nyt-es&ref=nyt-es&subid=article, 82718, 112, text/html
https://www.nytimes.com/2017/07/07/business/don-mal-vena-solutions-on-pursuit-of-making-your-numbers.html?rref=collection%2Fcolumn%2FCorner%20Office, 90087, 105, text/html
https://www.nytimes.com/2017/07/19/arts/television/comedy-central-cancels-midnight-with-chris-hardwick.html, 77117, 101, text/html
https://www.nytimes.com/2017/05/25/science/nasa-juno-spacecraft-jupiter-storms.html, 95474, 111, text/html
https://www.nytimes.com/es/tag/comercio-local/, 32553, 25, text/html
https://www.nytimes.com/2017/07/19/science/what-a-total-solar-eclipse-looks-like-from-space.html, 80065, 110, text/html
https://www.nytimes.com/2017/04/27/science/glow-in-the-dark-mushrooms-bioluminescence.html, 105557, 125, text/html
https://www.nytimes.com/2017/06/03/arts/television/bill-maher-n-word.html, 96321, 130, text/html
https://www.nytimes.com/column/maureen-dowd?8qa, 107331, 123, text/html
https://www.nytimes.com/es/tag/cognicion-social/, 32566, 25, text/html
https://www.nytimes.com/by/adam-bryant, 114547, 123, text/html
https://www.nytimes.com/2017/06/28/theater/summer-is-the-time-for-stretching.html, 96906, 119, text/html
https://www.nytimes.com/2017/06/02/science/spacex-cargo-international-space-station.html, 92073, 107, text/html
https://www.nytimes.com/es/collection/musica/, 94601, 63, text/html
https://www.nytimes.com/2017/01/12/books/review/tears-we-cannot-stop-michael-eric-dyson.html, 81442, 94, text/html
https://www.nytimes.com/2017/07/14/business/erika-nardini-barstool-sports-value-of-leading-10-percent-players.html?rref=collection%2Fcolumn%2FCorner%20Office, 90346, 104, text/html
https://www.nytimes.com/2017/06/05/arts/al-franken-cancels-appearance-on-real-time-with-bill-maher.html, 79292, 98, text/html
https://www.nytimes.com/2017/05/24/us/neil-armstrong-moon-bag.html, 86655, 100, text/html
https://www.nytimes.com/column/corner-office, 121688, 133, text/html
https://www.nytimes.com/es/tag/baile/, 36315, 27, text/html
https://www.nytimes.com/2015/11/08/magazine/sex-death-and-mushrooms.html, 88247, 97, text/html
https://www.nytimes.com/2017/05/18/arts/jean-michel-basquiat-painting-is-sold-for-110-million-at-auction.html?_r=0, 92150, 104, text/html
https://www.nytimes.com/2016/11/09/books/robbie-robertson-of-the-band-tells-all-in-testimony.html, 90641, 106, text/html
https://www.nytimes.com/2017/02/09/science/dance-moves-women-hips.html, 82718, 111, text/html
https://www.nytimes.com/es/2017/07/28/el-despacito-fonsi-daddy-yankee-maduro-visitante-calle-13/amp/, 37896, 32, text/html
https://www.nytimes.com/2017/07/20/arts/television/confederate-hbo-game-of-thrones.html, 104051, 124, text/html
https://www.nytimes.com/es/tag/arcade-fire/, 32523, 25, text/html
https://www.nytimes.com/2015/02/01/magazine/black-mirror-and-the-horrors-and-delights-of-technology.html, 99118, 109, text/html
https://www.nytimes.com/2017/07/27/books/review/jane-green-by-the-book.html?rref=collection%2Fcolumn%2FBy%20the%20Book, 91783, 102, text/html
https://www.nytimes.com/2017/07/26/arts/music/arcade-fire-everything-now-review.html?mcid=nyt-es&ref=nyt-es&subid=article, 87488, 109, text/html
https://www.nytimes.com/2017/06/10/arts/television/bill-maher-racial-slur.html, 87844, 105, text/html
https://www.nytimes.com/es/tag/filosofia/, 39263, 29, text/html
https://www.nytimes.com/2017/03/28/books/review/evangelicals-struggle-to-shape-america-frances-fitzgerald.html, 90123, 99, text/html
https://www.nytimes.com/es/tag/la-vida-boheme/, 32717, 25, text/html
https://www.nytimes.com/2017/05/24/arts/television/im-dying-up-here-showtime-melissa-leo-ari-graynor.html, 88507, 106, text/html
https://www.nytimes.com/es/tag/atraccion-sexual/, 32566, 25, text/html
https://www.nytimes.com/es/2017/05/11/no-dejes-que-facebook-te-baje-el-animo/?mcid=recirc&subid=cur, 49298, 46, text/html
https://www.nytimes.com/2015/05/03/books/review/ordinary-light-a-memoir-by-tracy-k-smith.html, 78159, 89, text/html
https://www.nytimes.com/es/2016/02/24/por-que-les-ensenamos-a-las-ninas-que-es-lindo-que-tengan-miedo/, 43554, 32, text/html
https://www.nytimes.com/es/tag/linkedin/, 53042, 37, text/html
https://www.nytimes.com/2017/05/23/arts/television/comedy-central-extends-the-president-show.html, 72697, 94, text/html
https://www.nytimes.com/2016/10/28/technology/fcc-tightens-privacy-rules-for-broadband-providers.html, 95084, 109, text/html
https://www.nytimes.com/es/tag/despacito/, 32654, 25, text/html
https://www.nytimes.com/es/tag/movimientos-de-baile/, 32607, 25, text/html
https://www.nytimes.com/2017/03/01/technology/fcc-data-security-rules.html, 81394, 105, text/html
https://www.nytimes.com/2017/06/28/arts/television/michael-palin-monty-python-remember-me-pbs.html, 91690, 111, text/html
https://www.nytimes.com/es/tag/grammy/, 40768, 29, text/html
https://www.nytimes.com/aponline/2017/07/20/world/asia/ap-as-malaysia-song-banned.html, 68817, 90, text/html
https://www.nytimes.com/es/2017/06/25/iran-prohibe-la-zumba-y-las-fanaticas-se-rebelan/, 47405, 43, text/html
https://www.nytimes.com/2016/06/13/technology/cable-industry-mobilizes-lobbying-army-to-block-fcc-moves.html, 97967, 117, text/html
https://www.nytimes.com/es/2017/01/05/los-hombres-no-quieren-los-empleos-de-mujeres/, 52691, 44, text/html
https://www.nytimes.com/2017/06/27/arts/television/jay-leno-stand-up-after-the-tonight-show.html, 91531, 107, text/html
https://www.nytimes.com/es/2017/07/27/resena-everything-now-arcade-fire/amp/, 28055, 9, text/html
https://www.nytimes.com/es/2017/07/27/mujer-baile-caderas-piernas/amp/, 28096, 13, text/html
https://www.nytimes.com/es/tag/daddy-yankee/, 36220, 27, text/html
https://www.nytimes.com/2017/06/22/theater/marvins-room-moves-to-broadway-with-women-front-and-center.html, 98990, 122, text/html
https://www.nytimes.com/by/cecilia-kang, 110820, 122, text/html
https://www.nytimes.com/es/tag/everything-now/, 32559, 25, text/html
https://www.nytimes.com/es/tag/indeed/, 32104, 25, text/html
https://www.nytimes.com/2017/07/13/arts/television/emmy-awards-2017-samantha-bee-interview.html, 104239, 115, text/html
https://www.nytimes.com/2017/02/05/technology/trumps-fcc-quickly-targets-net-neutrality-rules.html, 94998, 113, text/html
https://www.nytimes.com/es/collection/europa/, 97499, 63, text/html
https://www.nytimes.com/2017/07/07/opinion/how-not-to-get-a-job.html, 86492, 107, text/html
https://www.nytimes.com/es/tag/calle-13/, 36076, 27, text/html
https://www.nytimes.com/es/2017/04/05/quieres-sentirte-joven-aprende-a-bailar/, 50373, 43, text/html
https://www.nytimes.com/video/business/100000002847529/vapor-boom-town.html?action=click&contentCollection=business&module=embedded&pgtype=article&region=caption, 178540, 74, text/html
https://www.nytimes.com/es/2016/11/02/por-que-la-gente-disfruta-del-miedo-una-miedosa-se-puso-a-investigar/, 47102, 45, text/html
https://www.nytimes.com/2017/06/22/arts/television/alison-brie-glow-netflix-interview.html, 90781, 109, text/html
https://www.nytimes.com/2017/06/02/books/review/since-we-fell-dennis-lehane.html, 85191, 94, text/html
https://www.nytimes.com/2017/05/30/theater/kevin-spacey-house-of-cards-netlix-clarence-darrow.html, 105402, 123, text/html
https://www.nytimes.com/es/tag/busqueda-de-empleo/, 39379, 29, text/html
https://www.nytimes.com/es/tag/miedo/, 32870, 25, text/html
https://www.nytimes.com/2017/04/12/books/review-killers-of-flower-moon-david-grann.html, 88098, 103, text/html
https://www.nytimes.com/es/2017/07/28/san-antonio-walmart-trafico-trailer-testigos/, 52076, 44, text/html
https://www.nytimes.com/by/matt-richtel, 120699, 124, text/html
https://www.nytimes.com/2017/07/25/world/europe/risk-philosopher-anne-dufourmantelle-dies.html?mcid=nyt-es&ref=nyt-es&subid=article, 82072, 108, text/html
https://www.nytimes.com/2017/05/29/books/review/theft-by-finding-diaries-david-sedaris.html, 88975, 94, text/html
https://www.nytimes.com/video/opinion/100000004694111/never-trump-but-then-what.html?playlistId=100000004201922, 282001, 84, text/html
https://www.nytimes.com/es/tag/reclutamiento-de-empleados/, 32335, 25, text/html
https://www.nytimes.com/2016/11/06/books/review/elena-ferrante-frantumaglia.html, 86521, 95, text/html
https://www.nytimes.com/es/collection/ciencia/, 95394, 63, text/html
https://www.nytimes.com/2016/10/23/arts/television/atlanta-has-brilliant-characters-and-some-of-the-best-acting-on-tv.html, 93137, 100, text/html
https://www.nytimes.com/es/tag/reggaeton/, 32659, 25, text/html
https://www.nytimes.com/es/tag/anne-dufourmantelle/, 33036, 25, text/html
